Class,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
UBA4738,0,0,0,0,0.000392218387197992,0,0,0,0,0,0,0,0,0,0,0.00695425404759318,0.00848287112561175,0.0076988879384089,0.00551848693121959,0.0292821510860569,0.0202189494704561,0.0124622180888166,0.00553076780070645,0,0,0.00229082169145261,0.00135855144452228,0.00115890057507708,0.000957491372603778,0.000984936268829664,0.00228383991661685,0,0,0,0,0,0,0,0,0,0,0,0.00176189959882901,0.00194186727491292,0.00200204653645949,0.0157568107710108,0.012698055961344,0.00455735479491903,0.00155009629386068,0,0,0,0,0.000171031127665235,0.000555050185787632
UBA4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84305552850437e-05,0.000138641772766134,0.000178272185973544,0.000201027473754746,0.00243408497877478,0.00367030676514568,0.00602548018306151,0.00157183818703147,0,0,0,0,0,0,0,0,0,0,0,0,6.16722428652924e-05
UBA4882,0.000480016696232912,0,0.00125271019031559,0.00192168166754907,0,0,0,0,0,0,0.00233049304493482,0.0057904634232624,0.010017596125368,0.00874365457739003,0.00369898732642047,0.000543301097468217,0,0,0.000326092409572066,0,0,0,0,0,0,0.000901306894997747,0.00320533231441975,0.00566330658386723,0.00251341485308492,0.00181537273078409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627114134772529,0.000231270910744847
UBA5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116861110570087,0,0.000106963311584127,0,0,0,0,0,0,0,0,0,0.000128425344741785,0,0,0,0,0,0,0,0
UBA5435,0,0,0,0,0,0,0,0,0,0,0,0,0.000174219063049879,0.000424636646142562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65083286687641e-05,0,0.00339563185917636,0.00198268289622286,0.00215442131609796,0.00313550393819295,0.00140930138916851,0.00427914274507007,0.00553359683794466,0.00376464026770775,0,0,0,0.000509456791695854,0.000481053068899919,0.000379007001655662,0,0.000659094741037078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000689593807002714,0.000441779741243294,0.000545807715152585,0.00174536992145835,0,0,0,0,0.000135996269816599,0,0
UBA6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0.000107926425014262
UBA6911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000376458777763835,0.000348509330545259,0.000476596598605328,0,0,0,0,0,0.00142170801058927,0.000375544539582394,0.000254728395847927,0,0,0.000135187331015836,0.0016860563142809,0,0,0,0,0,0,0.000335045789591244,0.000564707715075749,0.000181249716797317,0.000600781015319916,0.000293640100874011,0,0,0,0.000589039654991059,0.000112372176649062,0,0,0,0.00536732640053673,0.0045593419506463,0.00242850481815356,0.00102618676599141,0.000863411400114094
UBA727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380191996958464,0.000301008378066523,0,0,0,0,0,0,0,0.000297183128489248,0.000393588874554479,0.000239372843150945,0,0,0,0,0,0,0,8.91360929867722e-05,0,0.000253144837792577,0.000792967510988264,0.000565440955595215,8.63647355511797e-05,0.000460804510462973,0,0,0.00021037130535395,0,0,0,0,0,0.000493537015276146,0.000835405657444824,0.000209038044924176,0
UBA7883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98954738584908e-05,0,0,0,0,0,0,0,0,6.70091579182488e-05,9.73633991509912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25083642979386e-05
UBA796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111376724980984,0.000602334044422136,0.00161581598707347,0.00122911754377163,0.00331073977138,0.00228220946403737,0.000837014647756336,0.000650678564788994,0,0,0,0.000233501029527267,0,0.000379007001655662,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190155384113876,0.000376458777763835,0,0,0,0,0,0.000278862242052426,0.000380879832412874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA8468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0.000150583511105534,0.000190095998479232,0.000150504189033261,0,0,0,0,0,0,0,0,4.37320971727199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41485221415799e-05,0,0,0,0,0,0,0,0,0
UBA9160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260784526784744,0.00336303174802359,0.0029464879764281,0.00295991571765414,0.013914054985124,0.0105908782940484,0.00655661474075796,0.0028815765012084,0,0,0.000375544539582394,0.00125241461291898,0.000677847506177159,0.000159581895433963,0.000637311703360371,0.000996306003893257,0,0,0,0,0,0,0,0,0,0,0,0.000758972134880191,0.00225010017569275,0.00182408684432976,0.00784684968970233,0.00662995842229464,0.00208474740618637,0,0,0,0.000164512338425382,0.000135996269816599,0.000228041503553647,0
UBA9217,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038472739534955,0.00101395056116919,0.00166455822624675,0.00125104253544621,0,0.000207962659149202,0.001408350269191,0.00647755193209739,0.0168438680531215,0.0112374824414337,0.00655558107893202,0.00739282136318099,0,0.00154116450389915,0.00155714730613516,0,0,0,0,0,0.00742799635788566,0.0160047003525264,0.00423531240285981,0.001292235186804,0.00143387964661805
Vampirovibrionia,0,0,0,0,0,0,0,0,0,0,0,9.30942672550224e-05,0.000139375250439903,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0.000976458850750387,0.000415454923140839,0.000538588897089625,0.000328312089609888,0.00110360049662022,0.00020978287472466,0,0.000245302457930629,0,0,0,0.000111681929863748,0.000681543794056938,0.00126874801758122,0.00141360238898804,0.000466369571976371,0.00311720698254364,0.0025275097863946,0.00318102949681897,0,0,0,0,0,0.00138975415728183,0.00474735605170388,0.00419645632576935,0.000950172931473528,0.000925083642979386
Verrucomicrobiae,0.0283418553688824,0.00145145983364037,0.00127680077089858,0.00215698962684079,0.000137276435519297,0,0,0.00109420073609868,0.0181989141314568,0.110751367645417,0.109314689388974,0.0350220633413394,0.0150176832348996,0.0106352178192978,0.0124916621187314,0.0653862870802999,0.0465804994353118,0.0479041916167665,0.0464305423167611,0.0025501644184954,0.00156901900652569,0.00320855614973262,0.0179866146123815,0.148670094585158,0.206441808020394,0.152358419708577,0.0529835063363688,0.0225657621411235,0.0166962558097784,0.0198725376593279,0.0590119709998314,0.0774098807733996,0.0769691723816499,0.0650296815974096,0.00372007868648112,0.00854957598724496,0.0214996256284094,0.0519991065445611,0.070627409744129,0.0499569531922606,0.0292969095117771,0.0397105054064324,0.064024720806679,0.0742841290879389,0.0846643235307203,0.00239823288103503,0.00136451928788146,0,0.00676405655502842,0.0755487493619193,0.174342262903148,0.112009400705053,0.047365557973267,0.02907529170309,0.0234046161673785
Verrucomicrobiota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0,0,0,0,7.78907193207929e-05,0.000113281072998323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicinamibacteria,0.00300532192424084,0.00108859487523028,0.00144543483497952,0.00115693079985097,0.000843269532475682,0,0.00220115137148662,0.00203919228091117,0.00315447844945252,0.00208403111160731,0.00160221396839269,0.00204807387961049,0.000696876252199516,0.000849273292285124,0.00109150445697653,0.133217429099207,0.122625172543606,0.0897253112821975,0.114157427381729,0.117218083797508,0.152444460293121,0.231899558242269,0.266034578918015,0.212530946486384,0.093832728698892,0.0772870662460568,0.0656137892971619,0.0493516716594144,0.0405138537032974,0.0484163769795288,0.0514093898008921,0.00157337156043495,0.0050269658432652,0.00417014178482068,0.0141207175272189,0.0148346696859764,0.00609690876029522,0.00303774849229395,0.00251197569809557,0.00260546467896144,0.00328662555439719,0.00549279718105503,0.0310365390870649,0.034244675276639,0.0275615073185923,0.0349216366887556,0.056234247828809,0.158877145350528,0.126920005636714,0.0592138846350179,0.0263574064312072,0.0164982373678026,0.0193114703139571,0.0180722891566265,0.0207835458456035
WOR-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272617517622775,0.000362499433594635,0.000229710388210556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTBG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107294492726966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05052878965922e-05,0.00050512900217594,0.000646117593401999,0.000462541821489693
WWE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
WYAZ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271650548734108,0.000527042288869369,0,0.000275924346560979,0,0,0,0,0,0,0,0,0,0,0.000270374662031672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112372176649062,0,0,0,0,4.70035252643948e-05,0,0,0
Xenobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214588985453932,0,0,0,0,0,0,0,0,0,0,0,0.00121977664534316,0.00104799186265142,0.00117898296035948,0,0,0,0,0.000835305582625644,0,0.000117508813160987,0,0,0.000138762546446908
XYA12-FULL-58-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128425344741785,0,0,0,0,0,0,0,0
